author,title,rating,description,source,buy_link
Jennifer McMahon,The Night Sister,3.67,Book by Jennifer McMahon,goodbooks,https://www.amazon.in/s?k=The+Night+Sister
Sarra Manning,You Don't Have to Say You Love Me,3.97,Book by Sarra Manning,goodbooks,https://www.amazon.in/s?k=You+Don't+Have+to+Say+You+Love+Me
Ursula K. Le Guin,"Tales from Earthsea (Earthsea Cycle, #5)",4.0,Book by Ursula K. Le Guin,goodbooks,"https://www.amazon.in/s?k=Tales+from+Earthsea+(Earthsea+Cycle,+#5)"
"Juan Gabriel Vásquez, Anne McLean",The Sound of Things Falling,3.74,"Book by Juan Gabriel Vásquez, Anne McLean",goodbooks,https://www.amazon.in/s?k=The+Sound+of+Things+Falling
Ruth Cardello,"Maid for the Billionaire (Legacy Collection, #1)",3.77,Book by Ruth Cardello,goodbooks,"https://www.amazon.in/s?k=Maid+for+the+Billionaire+(Legacy+Collection,+#1)"
Dean Koontz,Ashley Bell,3.59,Book by Dean Koontz,goodbooks,https://www.amazon.in/s?k=Ashley+Bell
"William Gibson, Terry Bisson",Johnny Mnemonic,3.75,"Book by William Gibson, Terry Bisson",goodbooks,https://www.amazon.in/s?k=Johnny+Mnemonic
Michael A. Stackpole,"Rogue Squadron (Star Wars: X-Wing, #1)",4.02,Book by Michael A. Stackpole,goodbooks,"https://www.amazon.in/s?k=Rogue+Squadron+(Star+Wars:+X-Wing,+#1)"
Danielle Steel,Fine Things,3.92,Book by Danielle Steel,goodbooks,https://www.amazon.in/s?k=Fine+Things
Clive Cussler,"The Chase (Isaac Bell, #1)",3.92,Book by Clive Cussler,goodbooks,"https://www.amazon.in/s?k=The+Chase+(Isaac+Bell,+#1)"
"Neil Postman, Andrew Postman",Amusing Ourselves to Death: Public Discourse in the Age of Show Business,4.14,"Book by Neil Postman, Andrew Postman",goodbooks,https://www.amazon.in/s?k=Amusing+Ourselves+to+Death:+Public+Discourse+in+the+Age+of+Show+Business
Anne McCaffrey,"Nerilka's Story (Pern, #8)",3.78,Book by Anne McCaffrey,goodbooks,"https://www.amazon.in/s?k=Nerilka's+Story+(Pern,+#8)"
Raymond E. Feist,"King of Foxes (Conclave of Shadows, #2)",3.95,Book by Raymond E. Feist,goodbooks,"https://www.amazon.in/s?k=King+of+Foxes+(Conclave+of+Shadows,+#2)"
Lynley Dodd,Hairy Maclary from Donaldson's Dairy,4.28,Book by Lynley Dodd,goodbooks,https://www.amazon.in/s?k=Hairy+Maclary+from+Donaldson's+Dairy
"Pattie Boyd, Penny Junor",Wonderful Tonight,3.65,"Book by Pattie Boyd, Penny Junor",goodbooks,https://www.amazon.in/s?k=Wonderful+Tonight
Ann Hood,The Obituary Writer,3.7,Book by Ann Hood,goodbooks,https://www.amazon.in/s?k=The+Obituary+Writer
"Roderick Gordon, Brian  Williams","Tunnels (Tunnels, #1)",3.57,"Book by Roderick Gordon, Brian  Williams",goodbooks,"https://www.amazon.in/s?k=Tunnels+(Tunnels,+#1)"
Bob Spitz,The Beatles: The Biography,4.13,Book by Bob Spitz,goodbooks,https://www.amazon.in/s?k=The+Beatles:+The+Biography
Ken Follett,Lie Down with Lions,3.78,Book by Ken Follett,goodbooks,https://www.amazon.in/s?k=Lie+Down+with+Lions
"Greg Pak, Aaron Lopresti, Carlo Pagulayan, Juan Santacruz, Gary Frank, Takeshi Miyazawa",The Incredible Hulk: Planet Hulk,4.23,"Book by Greg Pak, Aaron Lopresti, Carlo Pagulayan, Juan Santacruz, Gary Frank, Takeshi Miyazawa",goodbooks,https://www.amazon.in/s?k=The+Incredible+Hulk:+Planet+Hulk
David Starkey,Elizabeth: The Struggle for the Throne,4.06,Book by David Starkey,goodbooks,https://www.amazon.in/s?k=Elizabeth:+The+Struggle+for+the+Throne
Dean Hughes,"Rumors of War (Children of the Promise, #1)",4.25,Book by Dean Hughes,goodbooks,"https://www.amazon.in/s?k=Rumors+of+War+(Children+of+the+Promise,+#1)"
Jussi Adler-Olsen,"Journal 64 (Afdeling Q, #4)",4.04,Book by Jussi Adler-Olsen,goodbooks,"https://www.amazon.in/s?k=Journal+64+(Afdeling+Q,+#4)"
محمد صادق,بضع ساعات في يوم ما,3.14,Book by محمد صادق,goodbooks,https://www.amazon.in/s?k=بضع+ساعات+في+يوم+ما
Lindsey Kelk,The Single Girl's To-Do List,3.94,Book by Lindsey Kelk,goodbooks,https://www.amazon.in/s?k=The+Single+Girl's+To-Do+List
"Arthur C. Clarke, Gentry Lee","Rama Revealed (Rama, #4)",3.72,"Book by Arthur C. Clarke, Gentry Lee",goodbooks,"https://www.amazon.in/s?k=Rama+Revealed+(Rama,+#4)"
Alice Clayton,"The Redhead Revealed (Redhead, #2)",4.2,Book by Alice Clayton,goodbooks,"https://www.amazon.in/s?k=The+Redhead+Revealed+(Redhead,+#2)"
Ted Dekker,Skin,3.8,Book by Ted Dekker,goodbooks,https://www.amazon.in/s?k=Skin
Garth Nix,"Clariel (Abhorsen, #4)",3.79,Book by Garth Nix,goodbooks,"https://www.amazon.in/s?k=Clariel+(Abhorsen,+#4)"
Donna Leon,"Death at La Fenice (Commissario Brunetti, #1)",3.81,Book by Donna Leon,goodbooks,"https://www.amazon.in/s?k=Death+at+La+Fenice+(Commissario+Brunetti,+#1)"
James Ellroy,"The Big Nowhere (L.A. Quartet, #2)",4.11,Book by James Ellroy,goodbooks,"https://www.amazon.in/s?k=The+Big+Nowhere+(L.A.+Quartet,+#2)"
Jan Karon,"In This Mountain (Mitford Years, #7)",4.32,Book by Jan Karon,goodbooks,"https://www.amazon.in/s?k=In+This+Mountain+(Mitford+Years,+#7)"
Ken Follett,Code to Zero,3.64,Book by Ken Follett,goodbooks,https://www.amazon.in/s?k=Code+to+Zero
"Charles Dickens, Norman Page",The Old Curiosity Shop,3.75,"Book by Charles Dickens, Norman Page",goodbooks,https://www.amazon.in/s?k=The+Old+Curiosity+Shop
Virginia M. Axline,Dibs in Search of Self,4.13,Book by Virginia M. Axline,goodbooks,https://www.amazon.in/s?k=Dibs+in+Search+of+Self
"Natsuki Takaya, Alethea Nibley, Athena Nibley","Fruits Basket, Vol. 14",4.46,"Book by Natsuki Takaya, Alethea Nibley, Athena Nibley",goodbooks,"https://www.amazon.in/s?k=Fruits+Basket,+Vol.+14"
"Matt Fraction, David Aja, Francesco Francavilla, Steve Lieber, Jesse Hamm, Annie Wu, Matt Hollingsworth, Chris Eliopoulos","Hawkeye, Volume 2: Little Hits",4.27,"Book by Matt Fraction, David Aja, Francesco Francavilla, Steve Lieber, Jesse Hamm, Annie Wu, Matt Hollingsworth, Chris Eliopoulos",goodbooks,"https://www.amazon.in/s?k=Hawkeye,+Volume+2:+Little+Hits"
"Barbara Ann Brennan, Jos. A. Smith",Hands Of Light,4.27,"Book by Barbara Ann Brennan, Jos. A. Smith",goodbooks,https://www.amazon.in/s?k=Hands+Of+Light
Bohumil Hrabal,Too Loud a Solitude,4.17,Book by Bohumil Hrabal,goodbooks,https://www.amazon.in/s?k=Too+Loud+a+Solitude
"Lemony Snicket, Brett Helquist",A Series of Unfortunate Events Box: The Complete Wreck (Books 1-13),4.28,"Book by Lemony Snicket, Brett Helquist",goodbooks,https://www.amazon.in/s?k=A+Series+of+Unfortunate+Events+Box:+The+Complete+Wreck+(Books+1-13)
Shannon Hale,"Midnight in Austenland (Austenland, #2)",3.5,Book by Shannon Hale,goodbooks,"https://www.amazon.in/s?k=Midnight+in+Austenland+(Austenland,+#2)"
Isaac Asimov,Pebble in the Sky (Galactic Empire #3),3.85,Book by Isaac Asimov,goodbooks,https://www.amazon.in/s?k=Pebble+in+the+Sky+(Galactic+Empire+#3)
Kristan Higgins,Too Good to Be True,3.9,Book by Kristan Higgins,goodbooks,https://www.amazon.in/s?k=Too+Good+to+Be+True
"Brian Michael Bendis, Mark Bagley","Ultimate Spider-Man, Volume 1: Power and Responsibility",4.06,"Book by Brian Michael Bendis, Mark Bagley",goodbooks,"https://www.amazon.in/s?k=Ultimate+Spider-Man,+Volume+1:+Power+and+Responsibility"
Shelly Crane,"Independence (Significance, #4)",4.32,Book by Shelly Crane,goodbooks,"https://www.amazon.in/s?k=Independence+(Significance,+#4)"
M. Pierce,"Night Owl (Night Owl, #1)",4.03,Book by M. Pierce,goodbooks,"https://www.amazon.in/s?k=Night+Owl+(Night+Owl,+#1)"
John Sandford,"Mortal Prey (Lucas Davenport, #13)",4.2,Book by John Sandford,goodbooks,"https://www.amazon.in/s?k=Mortal+Prey+(Lucas+Davenport,+#13)"
"Agatha Christie, Hugh Fraser","One, Two, Buckle My Shoe (Hercule Poirot, #22)",3.74,"Book by Agatha Christie, Hugh Fraser",goodbooks,"https://www.amazon.in/s?k=One,+Two,+Buckle+My+Shoe+(Hercule+Poirot,+#22)"
"Amie Kaufman, Jay Kristoff, Marie Lu","Gemina (The Illuminae Files, #2)",4.56,"Book by Amie Kaufman, Jay Kristoff, Marie Lu",goodbooks,"https://www.amazon.in/s?k=Gemina+(The+Illuminae+Files,+#2)"
Chris Crutcher,Staying Fat for Sarah Byrnes,3.94,Book by Chris Crutcher,goodbooks,https://www.amazon.in/s?k=Staying+Fat+for+Sarah+Byrnes
"R.D. Blackmore, Michelle Allen",Lorna Doone,3.71,"Book by R.D. Blackmore, Michelle Allen",goodbooks,https://www.amazon.in/s?k=Lorna+Doone
Paulo Coelho,Maktub,3.41,Book by Paulo Coelho,goodbooks,https://www.amazon.in/s?k=Maktub
Jill Shalvis,"Head Over Heels (Lucky Harbor, #3)",4.16,Book by Jill Shalvis,goodbooks,"https://www.amazon.in/s?k=Head+Over+Heels+(Lucky+Harbor,+#3)"
Ted Dekker,Adam,3.93,Book by Ted Dekker,goodbooks,https://www.amazon.in/s?k=Adam
"Agatha Christie, Robin Bailey","The Clocks (Hercule Poirot, #34)",3.71,"Book by Agatha Christie, Robin Bailey",goodbooks,"https://www.amazon.in/s?k=The+Clocks+(Hercule+Poirot,+#34)"
Jennifer McMahon,The One I Left Behind,3.76,Book by Jennifer McMahon,goodbooks,https://www.amazon.in/s?k=The+One+I+Left+Behind
Benjamin Hoff,Tao of Pooh and Te of Piglet Boxed Set,4.15,Book by Benjamin Hoff,goodbooks,https://www.amazon.in/s?k=Tao+of+Pooh+and+Te+of+Piglet+Boxed+Set
"Stacy King, SunNeko Lee, Crystal S. Chan, Victor Hugo",Manga Classics: Les Misérables,4.1,"Book by Stacy King, SunNeko Lee, Crystal S. Chan, Victor Hugo",goodbooks,https://www.amazon.in/s?k=Manga+Classics:+Les+Misérables
R.A. Salvatore,"The Orc King (Forgotten Realms: Transitions, #1; Legend of Drizzt, #17)",4.11,Book by R.A. Salvatore,goodbooks,"https://www.amazon.in/s?k=The+Orc+King+(Forgotten+Realms:+Transitions,+#1;+Legend+of+Drizzt,+#17)"
Anne McCaffrey,"The Dolphins of Pern (Pern, #13)",3.94,Book by Anne McCaffrey,goodbooks,"https://www.amazon.in/s?k=The+Dolphins+of+Pern+(Pern,+#13)"
S.A.R.K.,Succulent Wild Woman,4.12,Book by S.A.R.K.,goodbooks,https://www.amazon.in/s?k=Succulent+Wild+Woman
William  Boyd,Any Human Heart,4.26,Book by William  Boyd,goodbooks,https://www.amazon.in/s?k=Any+Human+Heart
John Grisham,"The Abduction (Theodore Boone, #2)",3.76,Book by John Grisham,goodbooks,"https://www.amazon.in/s?k=The+Abduction+(Theodore+Boone,+#2)"
"Oliver Pötzsch, Lee Chadeayne","The Beggar King (The Hangman's Daughter, #3)",3.95,"Book by Oliver Pötzsch, Lee Chadeayne",goodbooks,"https://www.amazon.in/s?k=The+Beggar+King+(The+Hangman's+Daughter,+#3)"
E.L. James,"Fifty Shades Duo: Fifty Shades Darker / Fifty Shades Freed (Fifty Shades, #2-3)",4.41,Book by E.L. James,goodbooks,"https://www.amazon.in/s?k=Fifty+Shades+Duo:+Fifty+Shades+Darker+/+Fifty+Shades+Freed+(Fifty+Shades,+#2-3)"
Michel Houellebecq,La Carte et le territoire,3.93,Book by Michel Houellebecq,goodbooks,https://www.amazon.in/s?k=La+Carte+et+le+territoire
J.D. Robb,"Festive in Death (In Death, #39)",4.26,Book by J.D. Robb,goodbooks,"https://www.amazon.in/s?k=Festive+in+Death+(In+Death,+#39)"
Alex   Sanchez,"Rainbow Boys (Rainbow Trilogy, #1)",3.85,Book by Alex   Sanchez,goodbooks,"https://www.amazon.in/s?k=Rainbow+Boys+(Rainbow+Trilogy,+#1)"
Jeanne Birdsall,"The Penderwicks on Gardam Street (The Penderwicks, #2)",4.23,Book by Jeanne Birdsall,goodbooks,"https://www.amazon.in/s?k=The+Penderwicks+on+Gardam+Street+(The+Penderwicks,+#2)"
Lynsay Sands,A Bite to Remember (Argeneau #5),4.23,Book by Lynsay Sands,goodbooks,https://www.amazon.in/s?k=A+Bite+to+Remember+(Argeneau+#5)
"Lars Kepler, Laura A. Wideburg","The Nightmare (Joona Linna, #2)",3.78,"Book by Lars Kepler, Laura A. Wideburg",goodbooks,"https://www.amazon.in/s?k=The+Nightmare+(Joona+Linna,+#2)"
Nora Roberts,The Reef,3.89,Book by Nora Roberts,goodbooks,https://www.amazon.in/s?k=The+Reef
Agatha Christie,"They Do It with Mirrors (Miss Marple, #6)",3.74,Book by Agatha Christie,goodbooks,"https://www.amazon.in/s?k=They+Do+It+with+Mirrors+(Miss+Marple,+#6)"
Matthew Inman,5 Very Good Reasons to Punch a Dolphin in the Mouth and Other Useful Guides,4.11,Book by Matthew Inman,goodbooks,https://www.amazon.in/s?k=5+Very+Good+Reasons+to+Punch+a+Dolphin+in+the+Mouth+and+Other+Useful+Guides
Mercer Mayer,Just a Mess (Little Critter),4.23,Book by Mercer Mayer,goodbooks,https://www.amazon.in/s?k=Just+a+Mess+(Little+Critter)
Melissa Senate,See Jane Date,3.49,Book by Melissa Senate,goodbooks,https://www.amazon.in/s?k=See+Jane+Date
Conn Iggulden,"The Gods of War (Emperor, #4)",4.29,Book by Conn Iggulden,goodbooks,"https://www.amazon.in/s?k=The+Gods+of+War+(Emperor,+#4)"
Alastair Reynolds,Pushing Ice,4.02,Book by Alastair Reynolds,goodbooks,https://www.amazon.in/s?k=Pushing+Ice
Alexandra Adornetto,"Heaven (Halo, #3)",3.91,Book by Alexandra Adornetto,goodbooks,"https://www.amazon.in/s?k=Heaven+(Halo,+#3)"
Cynthia Hand,The Last Time We Say Goodbye,4.11,Book by Cynthia Hand,goodbooks,https://www.amazon.in/s?k=The+Last+Time+We+Say+Goodbye
"Dr. Seuss, Maurice Sendak, Audrey Geisel",The Secret Art of Dr. Seuss,4.05,"Book by Dr. Seuss, Maurice Sendak, Audrey Geisel",goodbooks,https://www.amazon.in/s?k=The+Secret+Art+of+Dr.+Seuss
Anne Rice,"Out of Egypt (Christ the Lord, #1)",3.56,Book by Anne Rice,goodbooks,"https://www.amazon.in/s?k=Out+of+Egypt+(Christ+the+Lord,+#1)"
N.K. Jemisin,"The Obelisk Gate (The Broken Earth, #2)",4.36,Book by N.K. Jemisin,goodbooks,"https://www.amazon.in/s?k=The+Obelisk+Gate+(The+Broken+Earth,+#2)"
Matt Haig,Reasons to Stay Alive,4.17,Book by Matt Haig,goodbooks,https://www.amazon.in/s?k=Reasons+to+Stay+Alive
A.S. Byatt,The Children's Book,3.66,Book by A.S. Byatt,goodbooks,https://www.amazon.in/s?k=The+Children's+Book
Sandra Brown,Tough Customer (Mitchell & Associates #2),3.95,Book by Sandra Brown,goodbooks,https://www.amazon.in/s?k=Tough+Customer+(Mitchell+&+Associates+#2)
Susanna Kearsley,The Shadowy Horses,3.92,Book by Susanna Kearsley,goodbooks,https://www.amazon.in/s?k=The+Shadowy+Horses
Jack Gantos,"Joey Pigza Swallowed the Key (Joey Pigza, #1)",3.74,Book by Jack Gantos,goodbooks,"https://www.amazon.in/s?k=Joey+Pigza+Swallowed+the+Key+(Joey+Pigza,+#1)"
"Jacqueline Winspear, Orlagh Cassidy","Among the Mad (Maisie Dobbs, #6)",4.1,"Book by Jacqueline Winspear, Orlagh Cassidy",goodbooks,"https://www.amazon.in/s?k=Among+the+Mad+(Maisie+Dobbs,+#6)"
Jane Green,Dune Road,3.41,Book by Jane Green,goodbooks,https://www.amazon.in/s?k=Dune+Road
عمر طاهر,شكلها باظت,3.52,Book by عمر طاهر,goodbooks,https://www.amazon.in/s?k=شكلها+باظت
Helen Fielding,Olivia Joules and the Overactive Imagination,3.1,Book by Helen Fielding,goodbooks,https://www.amazon.in/s?k=Olivia+Joules+and+the+Overactive+Imagination
Sarah Vowell,Unfamiliar Fishes,3.6,Book by Sarah Vowell,goodbooks,https://www.amazon.in/s?k=Unfamiliar+Fishes
Jonathan L. Howard,"Johannes Cabal the Necromancer (Johannes Cabal, #1)",3.94,Book by Jonathan L. Howard,goodbooks,"https://www.amazon.in/s?k=Johannes+Cabal+the+Necromancer+(Johannes+Cabal,+#1)"
Ann-Marie MacDonald,The Way the Crow Flies,4.08,Book by Ann-Marie MacDonald,goodbooks,https://www.amazon.in/s?k=The+Way+the+Crow+Flies
"Ryū Murakami, Ralph McCarthy",In the Miso Soup,3.61,"Book by Ryū Murakami, Ralph McCarthy",goodbooks,https://www.amazon.in/s?k=In+the+Miso+Soup
Timothy J. Keller,"Counterfeit Gods: The Empty Promises of Money, Sex, and Power, and the Only Hope that Matters",4.32,Book by Timothy J. Keller,goodbooks,"https://www.amazon.in/s?k=Counterfeit+Gods:+The+Empty+Promises+of+Money,+Sex,+and+Power,+and+the+Only+Hope+that+Matters"
Elizabeth Strout,Amy and Isabelle ,3.73,Book by Elizabeth Strout,goodbooks,https://www.amazon.in/s?k=Amy+and+Isabelle
Jason  Matthews,Red Sparrow (Red Sparrow Trilogy #1),4.02,Book by Jason  Matthews,goodbooks,https://www.amazon.in/s?k=Red+Sparrow+(Red+Sparrow+Trilogy+#1)
Ben Macintyre,Operation Mincemeat: How a Dead Man and a Bizarre Plan Fooled the Nazis and Assured an Allied Victory,3.95,Book by Ben Macintyre,goodbooks,https://www.amazon.in/s?k=Operation+Mincemeat:+How+a+Dead+Man+and+a+Bizarre+Plan+Fooled+the+Nazis+and+Assured+an+Allied+Victory
"Dick Winters, Cole C. Kingseed",Beyond Band of Brothers: The War Memoirs of Major Dick Winters,4.24,"Book by Dick Winters, Cole C. Kingseed",goodbooks,https://www.amazon.in/s?k=Beyond+Band+of+Brothers:+The+War+Memoirs+of+Major+Dick+Winters
Chuck Palahniuk,Beautiful You,2.98,Book by Chuck Palahniuk,goodbooks,https://www.amazon.in/s?k=Beautiful+You
Richard Paul Evans,"The Locket (The Locket, #1)",4.1,Book by Richard Paul Evans,goodbooks,"https://www.amazon.in/s?k=The+Locket+(The+Locket,+#1)"
Glen Cook,"Shadows Linger (The Chronicles of the Black Company, #2)",4.15,Book by Glen Cook,goodbooks,"https://www.amazon.in/s?k=Shadows+Linger+(The+Chronicles+of+the+Black+Company,+#2)"
David Weber,"Honor Among Enemies (Honor Harrington, #6)",4.24,Book by David Weber,goodbooks,"https://www.amazon.in/s?k=Honor+Among+Enemies+(Honor+Harrington,+#6)"
Jennifer Rush,"Altered (Altered, #1)",4.04,Book by Jennifer Rush,goodbooks,"https://www.amazon.in/s?k=Altered+(Altered,+#1)"
J.D. Robb,"Obsession in Death (In Death, #40)",4.33,Book by J.D. Robb,goodbooks,"https://www.amazon.in/s?k=Obsession+in+Death+(In+Death,+#40)"
Dave Ramsey,EntreLeadership: 20 Years of Practical Business Wisdom from the Trenches,4.19,Book by Dave Ramsey,goodbooks,https://www.amazon.in/s?k=EntreLeadership:+20+Years+of+Practical+Business+Wisdom+from+the+Trenches
M.C. Beaton,"The Quiche of Death (Agatha Raisin, #1)",3.75,Book by M.C. Beaton,goodbooks,"https://www.amazon.in/s?k=The+Quiche+of+Death+(Agatha+Raisin,+#1)"
Richard Siken,Crush,4.33,Book by Richard Siken,goodbooks,https://www.amazon.in/s?k=Crush
"L. Frank Baum, David McKee","The Marvelous Land of Oz (Oz, #2)",3.82,"Book by L. Frank Baum, David McKee",goodbooks,"https://www.amazon.in/s?k=The+Marvelous+Land+of+Oz+(Oz,+#2)"
Sherman Alexie,Reservation Blues,3.98,Book by Sherman Alexie,goodbooks,https://www.amazon.in/s?k=Reservation+Blues
Joel Osteen,Become a Better You: 7 Keys to Improving Your Life Every Day,4.15,Book by Joel Osteen,goodbooks,https://www.amazon.in/s?k=Become+a+Better+You:+7+Keys+to+Improving+Your+Life+Every+Day
Aurora Rose Reynolds,"Until Nico (Until, #4)",4.33,Book by Aurora Rose Reynolds,goodbooks,"https://www.amazon.in/s?k=Until+Nico+(Until,+#4)"
"Natsuki Takaya, Alethea Nibley, Athena Nibley","Fruits Basket, Vol. 15",4.45,"Book by Natsuki Takaya, Alethea Nibley, Athena Nibley",goodbooks,"https://www.amazon.in/s?k=Fruits+Basket,+Vol.+15"
Yotam Ottolenghi,Plenty,4.32,Book by Yotam Ottolenghi,goodbooks,https://www.amazon.in/s?k=Plenty
John Scalzi,Agent to the Stars,3.91,Book by John Scalzi,goodbooks,https://www.amazon.in/s?k=Agent+to+the+Stars
Terry Goodkind,"The First Confessor (The Legend of Magda Searus, #1)",4.19,Book by Terry Goodkind,goodbooks,"https://www.amazon.in/s?k=The+First+Confessor+(The+Legend+of+Magda+Searus,+#1)"
Franz Kafka,In the Penal Colony,4.0,Book by Franz Kafka,goodbooks,https://www.amazon.in/s?k=In+the+Penal+Colony
Richard   Phillips,"The Second Ship (The Rho Agenda, #1)",3.73,Book by Richard   Phillips,goodbooks,"https://www.amazon.in/s?k=The+Second+Ship+(The+Rho+Agenda,+#1)"
Louise Erdrich,The Beet Queen,3.89,Book by Louise Erdrich,goodbooks,https://www.amazon.in/s?k=The+Beet+Queen
E.L. Montes,"Disastrous (Disastrous, #1)",3.96,Book by E.L. Montes,goodbooks,"https://www.amazon.in/s?k=Disastrous+(Disastrous,+#1)"
"Morton Rhue, Todd Strasser",The Wave,3.54,"Book by Morton Rhue, Todd Strasser",goodbooks,https://www.amazon.in/s?k=The+Wave
Helen Hooven Santmyer,And Ladies of the Club,4.12,Book by Helen Hooven Santmyer,goodbooks,https://www.amazon.in/s?k=And+Ladies+of+the+Club
Christopher Moore,"Secondhand Souls (Grim Reaper, #2)",3.92,Book by Christopher Moore,goodbooks,"https://www.amazon.in/s?k=Secondhand+Souls+(Grim+Reaper,+#2)"
"Mary Higgins Clark, Alafair Burke","The Cinderella Murder (Under Suspicion, #2)",3.81,"Book by Mary Higgins Clark, Alafair Burke",goodbooks,"https://www.amazon.in/s?k=The+Cinderella+Murder+(Under+Suspicion,+#2)"
L.J. Shen,"Vicious (Sinners of Saint, #1)",4.25,Book by L.J. Shen,goodbooks,"https://www.amazon.in/s?k=Vicious+(Sinners+of+Saint,+#1)"
"François Rabelais, M.A. Screech",Gargantua and Pantagruel,3.71,"Book by François Rabelais, M.A. Screech",goodbooks,https://www.amazon.in/s?k=Gargantua+and+Pantagruel
George Carlin,When Will Jesus Bring the Pork Chops?,3.84,Book by George Carlin,goodbooks,https://www.amazon.in/s?k=When+Will+Jesus+Bring+the+Pork+Chops?
Brian Selznick,The Marvels,3.93,Book by Brian Selznick,goodbooks,https://www.amazon.in/s?k=The+Marvels
Glen Duncan,"The Last Werewolf (The Last Werewolf, #1)",3.47,Book by Glen Duncan,goodbooks,"https://www.amazon.in/s?k=The+Last+Werewolf+(The+Last+Werewolf,+#1)"
"Hajime Isayama, Hikaru Suruga, Gan Sunaaku","Attack on Titan: No Regrets, Volume 01",4.52,"Book by Hajime Isayama, Hikaru Suruga, Gan Sunaaku",goodbooks,"https://www.amazon.in/s?k=Attack+on+Titan:+No+Regrets,+Volume+01"
Thomas Frank,What's the Matter with Kansas? How Conservatives Won the Heart of America,3.83,Book by Thomas Frank,goodbooks,https://www.amazon.in/s?k=What's+the+Matter+with+Kansas?+How+Conservatives+Won+the+Heart+of+America
عمرو سلامة,شاب كشك في رحلة البحث عن الجادون,3.66,Book by عمرو سلامة,goodbooks,https://www.amazon.in/s?k=شاب+كشك+في+رحلة+البحث+عن+الجادون
